10776300,6243040
5380500,
7513900,
4682500,
2862000,
7964400,5778060
6391200,
5150100,
4237200,
5147400,
6751900,6220960
7801400,
5635600,
5919500,
4996400,
8278500,7937140
8368000,
8354800,
8563500,
6120900,
9121100,8133020
7996400,
8268600,
7794400,
7484600,
9416700,9003080
9555600,
8280300,
8458200,
9304600,
13941600,10788960
10183200,
9507300,
10513800,
9798900,
14718700,13266420
15002000,
13148400,
11722300,
11740700,
17708800,14797720
13161800,
13825500,
15419900,
13872600,
18624100,20930960
21504700,
22729200,
21257100,
20539700,
27207900,23352660
21459400,
22120700,
23717800,
22257500,
26726600,28682420
27459300,
30604800,
34062000,
24559400,
29633100,29711200
27771800,
29474200,
31413300,
30263600,
34574500,34847560
38138500,
33921900,
34643300,
32959600,
35859500,37799760
34927600,
39938800,
35493500,
42779400,
40471100,44640120
42570000,
48500100,
48201600,
43457800,
76233500,51789080
48328200,
48172300,
42411400,
43800000,
53000300,49256080
35365900,
54845100,
53099600,
49969500,
52125400,55065500
55647100,
62587500,
48225700,
56741800,
59754500,53631460
43659300,
60961100,
59601800,
44180600,
