44930100,13294820
6317000,
5549600,
4793600,
4883800,
9247600,7421360
7100800,
8509700,
7079800,
5168900,
9464200,9842200
11998500,
11254400,
7319400,
9174500,
11999600,12975580
12147500,
15352400,
13908200,
11470200,
11986800,12877620
12889600,
13232800,
12963100,
13315800,
13073700,14448560
17071000,
15401700,
13621500,
13074900,
21064500,18721340
17360900,
19023400,
19108200,
17049700,
13378300,17684980
19455000,
18148300,
19184400,
18258900,
21048100,19916740
20010200,
18830500,
17660900,
22034000,
20598100,21265740
21661400,
20195200,
20851900,
23022100,
20930700,23942840
24181700,
23362300,
26215800,
25023700,
27332700,28499780
25132300,
27570200,
29772400,
32691300,
29149400,27069300
19719000,
28011400,
28705200,
29761500,
31732900,30893420
23998400,
30726300,
35462600,
32546900,
33703100,33691940
32613600,
34368400,
33532800,
34241800,
35002400,37550940
38517800,
40455100,
41491300,
32288100,
43296300,42879320
55359400,
40828900,
35458400,
39453600,
47687400,40341700
29022900,
40562400,
41777200,
42658600,
35806100,40576940
46395900,
45745800,
30451200,
44485700,
48871600,42967640
32034200,
48166300,
52679400,
33086700,
