2228200,1646080
1438100,
2209600,
1636500,
718000,
1466400,1236160
1491200,
1017200,
1001600,
1204400,
1413000,1272160
1526300,
1268200,
1021600,
1131700,
1361100,1648580
1482300,
1652500,
1922900,
1824100,
2377500,2101000
2126000,
1959400,
2118300,
1923800,
2059400,1705000
1682000,
1540500,
1643700,
1599400,
2196600,2048920
2009200,
1988300,
2064900,
1985600,
2244500,2439100
2572200,
2447900,
2649800,
2281100,
3105900,2695680
2370400,
2787600,
2798500,
2416000,
2628300,2797700
2963800,
2603600,
3176200,
2616600,
3195300,3352620
3326500,
3357200,
3793100,
3091000,
3191100,3491680
3877600,
3280300,
3468800,
3640600,
3906300,4018860
3520000,
3610500,
3856500,
5201000,
3786200,4370420
4086800,
4695600,
4552600,
4730900,
5073400,4548600
4759900,
4112900,
4519300,
4277500,
5538200,5643580
5773400,
5585200,
5899800,
5421300,
5884000,6357540
8395700,
6022400,
6070500,
5415100,
5977800,6146720
6150500,
6082700,
6079600,
6443000,
6669000,6492240
6555900,
6425200,
6347600,
6463500,
6597300,6868340
6938700,
7125100,
7114100,
6566500,
